user,location,tweet,Date,Tweet Coordinates
roypanti,,"RT @realmemobiles: The #realme7Pro is full of style and features!

Boasting of a Sony 64MP Quad Camera and India's Fastest Charging, it is…",2020-12-06 08:55:13,
beinginformedin,My Country India ,"RT @tfipost: How India is balancing Russia and Quad expertly is a lesson in international diplomacy

The Indian and Russian navies carried…",2020-12-06 08:54:43,
yeshwin_mani,"Vijayawada, India","RT @realmemobiles: The #realme7Pro is full of style and features!

Boasting of a Sony 64MP Quad Camera and India's Fastest Charging, it is…",2020-12-06 08:54:21,
NeOhioDj,"Youngstown, OH",@Techmoan You should listen to an Lg Phone with a quad dac. My LGG7 sounds incredible. Especially after a mod from… https://t.co/kSPFJPndri,2020-12-06 08:54:16,
tfipost,"New Delhi, India","How India is balancing Russia and Quad expertly is a lesson in international diplomacy

The Indian and Russian navi… https://t.co/Nxp3rKsmgJ",2020-12-06 08:53:38,
natterstefan,➡️➡️➡️,@catalinmpit @taykcreative @FrancescoCiull4 @miss_lorsx @amerik4nboy @SimonHoiberg @NehemiahKiv @DThompsonDev… https://t.co/IegwFO42c9,2020-12-06 08:53:18,
SupremeVFX,Doggo Squad ,"Hit a cool little Quad x3 with a Killchain tonight (ft. @xKilaIa in the background 😂)

Goodnight! https://t.co/MlVvmZ0Fpv",2020-12-06 08:53:11,
sweet19boy,"Punjab, Pakistan","Nokia 5.4 Spotted on US FCC Listing With Quad Rear Cameras, Dedicated Google Assistant Button https://t.co/eGx9r2mWUL",2020-12-06 08:53:09,
TDCClementine,Current Rank: Platinum 4,had a quad egg wars match last an hr and a half tonight. and still took that W. I swear i’m better than dream,2020-12-06 08:52:27,
Rep_M8,"Manchester, UK.",@Dootle76 @Crakrz Wonder if he’s still using pistol quad feeds in 2020,2020-12-06 08:51:28,
sunil_pandey91,"New Delhi, India","Redmi 9 Prime (Matte Black, 4GB RAM, 64GB Storage) - Full HD+ Display &amp; AI Quad Camera… https://t.co/QSx4zJkSl3",2020-12-06 08:48:15,
Adipkr,,How India is balancing Russia and Quad expertly is a lesson in international diplomacy via @tfipost https://t.co/t5Sl7Trfen,2020-12-06 08:47:45,
forestjax,"Carlton, Nottingham",@Quad_Finn Oh okay. Thanks for replying 😊,2020-12-06 08:47:42,
